H,J,Y,zpp,ip,r,V,B,u,blend
2.296744918823242188e+01,2.307987403869628906e+01,2.393894195556640625e+01,2.395553207397460938e+01,2.415915489196777344e+01,2.446135711669921875e+01,2.419366836547851562e+01,2.503408813476562500e+01,2.521692085266113281e+01,0.000000000000000000e+00
2.409202003479003906e+01,2.417314910888671875e+01,2.435607337951660156e+01,2.417592430114746094e+01,2.447358322143554688e+01,2.463237953186035156e+01,2.499149513244628906e+01,2.572069549560546875e+01,2.562616920471191406e+01,0.000000000000000000e+00
2.267120552062988281e+01,2.263931655883789062e+01,2.308742332458496094e+01,2.286398887634277344e+01,2.322329711914062500e+01,2.389104843139648438e+01,2.410051536560058594e+01,2.463326072692871094e+01,2.449734306335449219e+01,0.000000000000000000e+00
2.413713264465332031e+01,2.434459877014160156e+01,2.435663795471191406e+01,2.429620170593261719e+01,2.438076972961425781e+01,2.489471244812011719e+01,2.522065353393554688e+01,2.586033630371093750e+01,2.576981544494628906e+01,0.000000000000000000e+00
2.125014305114746094e+01,2.151899528503417969e+01,2.165766906738281250e+01,2.185187721252441406e+01,2.221290016174316406e+01,2.273164939880371094e+01,2.327133369445800781e+01,2.397165679931640625e+01,2.404956626892089844e+01,0.000000000000000000e+00
2.205785751342773438e+01,2.232140922546386719e+01,2.296236419677734375e+01,2.315286445617675781e+01,2.347015190124511719e+01,2.381670379638671875e+01,2.381398773193359375e+01,2.450804710388183594e+01,2.488353919982910156e+01,0.000000000000000000e+00
2.258324813842773438e+01,2.264134407043457031e+01,2.278091049194335938e+01,2.291342163085937500e+01,2.334692382812500000e+01,2.396202659606933594e+01,2.402134704589843750e+01,2.451290893554687500e+01,2.444029617309570312e+01,0.000000000000000000e+00
2.057480621337890625e+01,2.060608291625976562e+01,2.076035118103027344e+01,2.054073905944824219e+01,2.096852111816406250e+01,2.092138290405273438e+01,2.101954269409179688e+01,2.172093582153320312e+01,2.173859596252441406e+01,0.000000000000000000e+00
2.317723274230957031e+01,2.383043670654296875e+01,2.401625442504882812e+01,2.423583030700683594e+01,2.440645790100097656e+01,2.449807929992675781e+01,2.441633415222167969e+01,2.496679878234863281e+01,2.541606140136718750e+01,0.000000000000000000e+00
2.329573822021484375e+01,2.378209877014160156e+01,2.402848052978515625e+01,2.375380706787109375e+01,2.410486984252929688e+01,2.475412559509277344e+01,2.473357391357421875e+01,2.512089729309082031e+01,2.498742294311523438e+01,0.000000000000000000e+00
2.227730941772460938e+01,2.270046234130859375e+01,2.352104568481445312e+01,2.371711730957031250e+01,2.413502883911132812e+01,2.473983955383300781e+01,2.464345550537109375e+01,2.525852584838867188e+01,2.552364349365234375e+01,0.000000000000000000e+00
2.224741935729980469e+01,2.246139907836914062e+01,2.258475112915039062e+01,2.263983154296875000e+01,2.315161705017089844e+01,2.327425003051757812e+01,2.325341796875000000e+01,2.362031364440917969e+01,2.355174446105957031e+01,0.000000000000000000e+00
2.369461822509765625e+01,2.355985260009765625e+01,2.421862983703613281e+01,2.385836982727050781e+01,2.397808647155761719e+01,2.424960708618164062e+01,2.476941490173339844e+01,2.625679206848144531e+01,2.778674125671386719e+01,0.000000000000000000e+00
2.337942314147949219e+01,2.352210807800292969e+01,2.406286430358886719e+01,2.420224571228027344e+01,2.444278144836425781e+01,2.469228744506835938e+01,2.468050956726074219e+01,2.518917083740234375e+01,2.532002067565917969e+01,0.000000000000000000e+00
2.247529411315917969e+01,2.270052528381347656e+01,2.321890258789062500e+01,2.318843269348144531e+01,2.353944778442382812e+01,2.440338516235351562e+01,2.490367317199707031e+01,2.587449264526367188e+01,2.610875511169433594e+01,0.000000000000000000e+00
2.252418708801269531e+01,2.260547447204589844e+01,2.289111328125000000e+01,2.333821868896484375e+01,2.359400749206542969e+01,2.383009910583496094e+01,2.383755874633789062e+01,2.422720336914062500e+01,2.429062271118164062e+01,0.000000000000000000e+00
2.281607437133789062e+01,2.288730621337890625e+01,2.309103012084960938e+01,2.339427566528320312e+01,2.350271415710449219e+01,2.361893653869628906e+01,2.349784660339355469e+01,2.383516502380371094e+01,2.372499275207519531e+01,0.000000000000000000e+00
2.365291786193847656e+01,2.363385963439941406e+01,2.398051071166992188e+01,2.408185195922851562e+01,2.431743812561035156e+01,2.505595970153808594e+01,2.517760276794433594e+01,2.570221900939941406e+01,2.539324951171875000e+01,0.000000000000000000e+00
2.408590126037597656e+01,2.410066223144531250e+01,2.415234756469726562e+01,2.417206192016601562e+01,2.434793663024902344e+01,2.491239547729492188e+01,2.529033088684082031e+01,2.584280586242675781e+01,2.557496452331542969e+01,0.000000000000000000e+00
2.368871116638183594e+01,2.361871910095214844e+01,2.371090126037597656e+01,2.373271179199218750e+01,2.386611938476562500e+01,2.404341888427734375e+01,2.419646835327148438e+01,2.508508491516113281e+01,2.542576980590820312e+01,0.000000000000000000e+00
2.090857696533203125e+01,2.103537750244140625e+01,2.107902526855468750e+01,2.119320106506347656e+01,2.146801185607910156e+01,2.176155471801757812e+01,2.214412689208984375e+01,2.292908477783203125e+01,2.294631767272949219e+01,0.000000000000000000e+00
2.162419700622558594e+01,2.198513031005859375e+01,2.250129699707031250e+01,2.273677635192871094e+01,2.347233390808105469e+01,2.445774459838867188e+01,2.486215019226074219e+01,2.589401817321777344e+01,2.574769973754882812e+01,0.000000000000000000e+00
2.322841644287109375e+01,2.333814620971679688e+01,2.331996536254882812e+01,2.333632659912109375e+01,2.353528022766113281e+01,2.407956886291503906e+01,2.444948577880859375e+01,2.481213188171386719e+01,2.469603157043457031e+01,0.000000000000000000e+00
2.102527046203613281e+01,2.111799240112304688e+01,2.124333381652832031e+01,2.124821281433105469e+01,2.147097969055175781e+01,2.169334602355957031e+01,2.180894851684570312e+01,2.272289657592773438e+01,2.295003890991210938e+01,0.000000000000000000e+00
2.333802986145019531e+01,2.318408012390136719e+01,2.356692695617675781e+01,2.391833496093750000e+01,2.440582084655761719e+01,2.489652633666992188e+01,2.504690361022949219e+01,2.546100234985351562e+01,2.533239555358886719e+01,0.000000000000000000e+00
2.388881874084472656e+01,2.396119308471679688e+01,2.413218498229980469e+01,2.403483772277832031e+01,2.444661712646484375e+01,2.517760848999023438e+01,2.539495849609375000e+01,2.569595718383789062e+01,2.565203857421875000e+01,0.000000000000000000e+00
2.233732032775878906e+01,2.226862525939941406e+01,2.260086059570312500e+01,2.256049156188964844e+01,2.292874336242675781e+01,2.354829597473144531e+01,2.362080001831054688e+01,2.413886070251464844e+01,2.407273674011230469e+01,0.000000000000000000e+00
2.133699989318847656e+01,2.165343666076660156e+01,2.200532722473144531e+01,2.215418434143066406e+01,2.270936393737792969e+01,2.368804168701171875e+01,2.426307106018066406e+01,2.561083602905273438e+01,2.612564086914062500e+01,0.000000000000000000e+00
2.322433471679687500e+01,2.335967826843261719e+01,2.341553306579589844e+01,2.349485206604003906e+01,2.356668472290039062e+01,2.373773002624511719e+01,2.378122138977050781e+01,2.466454505920410156e+01,2.472533607482910156e+01,0.000000000000000000e+00
2.217959022521972656e+01,2.221589660644531250e+01,2.230617332458496094e+01,2.238804054260253906e+01,2.255744361877441406e+01,2.276008224487304688e+01,2.286275672912597656e+01,2.363825607299804688e+01,2.418628883361816406e+01,0.000000000000000000e+00
2.108331680297851562e+01,2.108123016357421875e+01,2.115164375305175781e+01,2.111058044433593750e+01,2.116728591918945312e+01,2.125110054016113281e+01,2.111994361877441406e+01,2.185728263854980469e+01,2.208033561706542969e+01,0.000000000000000000e+00
2.236746788024902344e+01,2.261042785644531250e+01,2.271918487548828125e+01,2.285441207885742188e+01,2.321900558471679688e+01,2.386560249328613281e+01,2.441193580627441406e+01,2.509755134582519531e+01,2.516904258728027344e+01,0.000000000000000000e+00
2.273389244079589844e+01,2.301964187622070312e+01,2.372239494323730469e+01,2.376245880126953125e+01,2.400369262695312500e+01,2.419190025329589844e+01,2.416430854797363281e+01,2.476974105834960938e+01,2.513935279846191406e+01,0.000000000000000000e+00
2.325729179382324219e+01,2.320409965515136719e+01,2.345041656494140625e+01,2.340730667114257812e+01,2.388674354553222656e+01,2.452560043334960938e+01,2.459376335144042969e+01,2.495848655700683594e+01,2.482478332519531250e+01,0.000000000000000000e+00
2.168773078918457031e+01,2.172969627380371094e+01,2.196495628356933594e+01,2.193417358398437500e+01,2.228404808044433594e+01,2.251384162902832031e+01,2.275572204589843750e+01,2.380936050415039062e+01,2.386184692382812500e+01,0.000000000000000000e+00
2.316212844848632812e+01,2.389847946166992188e+01,2.384587287902832031e+01,2.430475616455078125e+01,2.423000717163085938e+01,2.452156829833984375e+01,2.481710433959960938e+01,2.601575279235839844e+01,2.716566085815429688e+01,0.000000000000000000e+00
2.287093925476074219e+01,2.323292350769042969e+01,2.356029510498046875e+01,2.358742713928222656e+01,2.436574935913085938e+01,2.514268112182617188e+01,2.533658981323242188e+01,2.594052505493164062e+01,2.586754035949707031e+01,0.000000000000000000e+00
2.280687904357910156e+01,2.299900436401367188e+01,2.316204261779785156e+01,2.352971267700195312e+01,2.376662635803222656e+01,2.400223350524902344e+01,2.404536437988281250e+01,2.435085105895996094e+01,2.434718894958496094e+01,0.000000000000000000e+00
2.270877647399902344e+01,2.305552291870117188e+01,2.335546112060546875e+01,2.346911621093750000e+01,2.422022819519042969e+01,2.509791183471679688e+01,2.524531173706054688e+01,2.588861465454101562e+01,2.603853988647460938e+01,0.000000000000000000e+00
2.287263298034667969e+01,2.332988548278808594e+01,2.350832176208496094e+01,2.391825103759765625e+01,2.400307655334472656e+01,2.441677856445312500e+01,2.437683105468750000e+01,2.551161384582519531e+01,2.679334640502929688e+01,0.000000000000000000e+00
2.164424324035644531e+01,2.213088035583496094e+01,2.269530677795410156e+01,2.312940979003906250e+01,2.438311576843261719e+01,2.564615249633789062e+01,2.637009239196777344e+01,2.791259193420410156e+01,2.684754943847656250e+01,0.000000000000000000e+00
2.406016540527343750e+01,2.390991401672363281e+01,2.434312629699707031e+01,2.407213783264160156e+01,2.454813575744628906e+01,2.510330390930175781e+01,2.496358680725097656e+01,2.547006225585937500e+01,2.538445281982421875e+01,0.000000000000000000e+00
2.140019989013671875e+01,2.175837707519531250e+01,2.214210700988769531e+01,2.227531623840332031e+01,2.293673896789550781e+01,2.412234115600585938e+01,2.475298118591308594e+01,2.683496475219726562e+01,2.661730957031250000e+01,0.000000000000000000e+00
2.175366401672363281e+01,2.226535224914550781e+01,2.302056312561035156e+01,2.344431495666503906e+01,2.390732192993164062e+01,2.444730949401855469e+01,2.475338172912597656e+01,2.510519599914550781e+01,2.522903060913085938e+01,0.000000000000000000e+00
2.333794784545898438e+01,2.341338729858398438e+01,2.361574745178222656e+01,2.384461021423339844e+01,2.397578620910644531e+01,2.421751594543457031e+01,2.451247406005859375e+01,2.526149749755859375e+01,2.534659004211425781e+01,0.000000000000000000e+00
2.349714088439941406e+01,2.411562156677246094e+01,2.431988525390625000e+01,2.420865249633789062e+01,2.441453552246093750e+01,2.447978782653808594e+01,2.445923614501953125e+01,2.511208915710449219e+01,2.556185913085937500e+01,0.000000000000000000e+00
2.309772109985351562e+01,2.331476974487304688e+01,2.322282791137695312e+01,2.349562644958496094e+01,2.354559898376464844e+01,2.372767829895019531e+01,2.411576461791992188e+01,2.466067123413085938e+01,2.448369789123535156e+01,0.000000000000000000e+00
2.370880317687988281e+01,2.577497482299804688e+01,2.374194145202636719e+01,2.448401069641113281e+01,2.489028358459472656e+01,2.506171607971191406e+01,2.492675209045410156e+01,2.558146095275878906e+01,2.609127044677734375e+01,0.000000000000000000e+00
2.333337211608886719e+01,2.352860641479492188e+01,2.359025192260742188e+01,2.333317947387695312e+01,2.367258262634277344e+01,2.404482650756835938e+01,2.437239646911621094e+01,2.476722145080566406e+01,2.467990112304687500e+01,0.000000000000000000e+00
2.360261726379394531e+01,2.372869300842285156e+01,2.355027389526367188e+01,2.390706634521484375e+01,2.428242492675781250e+01,2.479532241821289062e+01,2.488012886047363281e+01,2.522360610961914062e+01,2.512544250488281250e+01,0.000000000000000000e+00
2.216320037841796875e+01,2.232795333862304688e+01,2.276641082763671875e+01,2.289287376403808594e+01,2.337051010131835938e+01,2.420266342163085938e+01,2.429374122619628906e+01,2.509753799438476562e+01,2.502312660217285156e+01,0.000000000000000000e+00
2.230027580261230469e+01,2.230638313293457031e+01,2.249831581115722656e+01,2.251946449279785156e+01,2.301655197143554688e+01,2.367823791503906250e+01,2.379203796386718750e+01,2.428790664672851562e+01,2.410020637512207031e+01,0.000000000000000000e+00
2.097083282470703125e+01,2.116926193237304688e+01,2.141002845764160156e+01,2.157692337036132812e+01,2.195536994934082031e+01,2.249277496337890625e+01,2.313837814331054688e+01,2.450900268554687500e+01,2.552206802368164062e+01,0.000000000000000000e+00
2.165192031860351562e+01,2.177691268920898438e+01,2.190887260437011719e+01,2.190262985229492188e+01,2.222557258605957031e+01,2.254284286499023438e+01,2.274328422546386719e+01,2.384089660644531250e+01,2.446422195434570312e+01,0.000000000000000000e+00
2.275674057006835938e+01,2.306640434265136719e+01,2.333625793457031250e+01,2.348506355285644531e+01,2.420349693298339844e+01,2.453419494628906250e+01,2.477021026611328125e+01,2.523777770996093750e+01,2.505698966979980469e+01,0.000000000000000000e+00
2.269647407531738281e+01,2.291900062561035156e+01,2.300215911865234375e+01,2.310622787475585938e+01,2.363797569274902344e+01,2.415495300292968750e+01,2.432019424438476562e+01,2.483640670776367188e+01,2.468229484558105469e+01,0.000000000000000000e+00
2.318008804321289062e+01,2.319491577148437500e+01,2.329580497741699219e+01,2.328676223754882812e+01,2.330805397033691406e+01,2.339927864074707031e+01,2.335234069824218750e+01,2.406476593017578125e+01,2.430272102355957031e+01,0.000000000000000000e+00
2.320357704162597656e+01,2.383823585510253906e+01,2.362060165405273438e+01,2.383212280273437500e+01,2.392867660522460938e+01,2.431211853027343750e+01,2.478114509582519531e+01,2.549809837341308594e+01,2.551568222045898438e+01,0.000000000000000000e+00
2.341098022460937500e+01,2.363159370422363281e+01,2.357919120788574219e+01,2.369916152954101562e+01,2.382734298706054688e+01,2.406415176391601562e+01,2.437050437927246094e+01,2.510541915893554688e+01,2.512477874755859375e+01,0.000000000000000000e+00
2.318171119689941406e+01,2.313897514343261719e+01,2.329773139953613281e+01,2.331803703308105469e+01,2.368298149108886719e+01,2.439246559143066406e+01,2.440059661865234375e+01,2.481138801574707031e+01,2.475851440429687500e+01,0.000000000000000000e+00
2.251512718200683594e+01,2.287991142272949219e+01,2.322402381896972656e+01,2.340882873535156250e+01,2.436284446716308594e+01,2.561521148681640625e+01,2.638092041015625000e+01,2.843770599365234375e+01,2.768136215209960938e+01,0.000000000000000000e+00
2.435844993591308594e+01,2.409053039550781250e+01,2.444422721862792969e+01,2.447258186340332031e+01,2.444452667236328125e+01,2.450869750976562500e+01,2.474313735961914062e+01,2.649277496337890625e+01,2.722774887084960938e+01,0.000000000000000000e+00
2.214266395568847656e+01,2.223633384704589844e+01,2.242390251159667969e+01,2.248036766052246094e+01,2.271192932128906250e+01,2.328757476806640625e+01,2.371950721740722656e+01,2.432884788513183594e+01,2.426737213134765625e+01,0.000000000000000000e+00
2.181688690185546875e+01,2.222216415405273438e+01,2.269807434082031250e+01,2.291202735900878906e+01,2.384047126770019531e+01,2.498586463928222656e+01,2.585928916931152344e+01,2.734035491943359375e+01,2.694211959838867188e+01,0.000000000000000000e+00
2.350878715515136719e+01,2.404176139831542969e+01,2.435610198974609375e+01,2.430085754394531250e+01,2.420879745483398438e+01,2.426710510253906250e+01,2.410047149658203125e+01,2.446492958068847656e+01,2.471485710144042969e+01,0.000000000000000000e+00
2.181722450256347656e+01,2.186700439453125000e+01,2.219861602783203125e+01,2.223892974853515625e+01,2.276746749877929688e+01,2.340649795532226562e+01,2.353527259826660156e+01,2.416205406188964844e+01,2.402423095703125000e+01,0.000000000000000000e+00
2.085211563110351562e+01,2.121280288696289062e+01,2.166942214965820312e+01,2.205346298217773438e+01,2.321101760864257812e+01,2.427030563354492188e+01,2.512149429321289062e+01,2.603123092651367188e+01,2.590376281738281250e+01,0.000000000000000000e+00
2.370617103576660156e+01,2.423255729675292969e+01,2.438305854797363281e+01,2.435012245178222656e+01,2.449688148498535156e+01,2.464197921752929688e+01,2.491975784301757812e+01,2.570399093627929688e+01,2.628549194335937500e+01,0.000000000000000000e+00
2.102131271362304688e+01,2.122008705139160156e+01,2.138683700561523438e+01,2.141725349426269531e+01,2.168233108520507812e+01,2.217080497741699219e+01,2.255369949340820312e+01,2.316138267517089844e+01,2.317455863952636719e+01,0.000000000000000000e+00
2.181473350524902344e+01,2.225658798217773438e+01,2.276682662963867188e+01,2.310652732849121094e+01,2.419289779663085938e+01,2.562169837951660156e+01,2.654897308349609375e+01,2.728613853454589844e+01,2.733757591247558594e+01,0.000000000000000000e+00
2.328175163269042969e+01,2.337237548828125000e+01,2.347880744934082031e+01,2.385161781311035156e+01,2.404582786560058594e+01,2.413325500488281250e+01,2.404203033447265625e+01,2.439932441711425781e+01,2.426781654357910156e+01,0.000000000000000000e+00
2.335105705261230469e+01,2.310561370849609375e+01,2.329866981506347656e+01,2.359852790832519531e+01,2.383597755432128906e+01,2.444377899169921875e+01,2.488420677185058594e+01,2.563179016113281250e+01,2.570244216918945312e+01,0.000000000000000000e+00
2.143039512634277344e+01,2.187570571899414062e+01,2.263222503662109375e+01,2.345930099487304688e+01,2.441916275024414062e+01,2.596023368835449219e+01,2.590788078308105469e+01,2.715391159057617188e+01,2.742198753356933594e+01,0.000000000000000000e+00
2.197161674499511719e+01,2.223022270202636719e+01,2.246387863159179688e+01,2.259576797485351562e+01,2.319791793823242188e+01,2.350706672668457031e+01,2.376986885070800781e+01,2.448488616943359375e+01,2.438039398193359375e+01,0.000000000000000000e+00
2.342577171325683594e+01,2.512177467346191406e+01,2.445021629333496094e+01,2.375289916992187500e+01,2.435204887390136719e+01,2.470965576171875000e+01,2.486063194274902344e+01,2.530993652343750000e+01,2.505133247375488281e+01,0.000000000000000000e+00
2.134296607971191406e+01,2.151421165466308594e+01,2.184360504150390625e+01,2.190530586242675781e+01,2.244157981872558594e+01,2.323437690734863281e+01,2.340441131591796875e+01,2.409406471252441406e+01,2.406682205200195312e+01,0.000000000000000000e+00
2.372188949584960938e+01,2.368580245971679688e+01,2.397275352478027344e+01,2.373227119445800781e+01,2.415407562255859375e+01,2.429971122741699219e+01,2.459486198425292969e+01,2.555936050415039062e+01,2.570862579345703125e+01,0.000000000000000000e+00
2.221349143981933594e+01,2.234880256652832031e+01,2.249051666259765625e+01,2.246409225463867188e+01,2.261658859252929688e+01,2.283386230468750000e+01,2.297433471679687500e+01,2.377021789550781250e+01,2.398608779907226562e+01,0.000000000000000000e+00
2.064154815673828125e+01,2.094096374511718750e+01,2.127318382263183594e+01,2.143979263305664062e+01,2.206192207336425781e+01,2.308112525939941406e+01,2.358548355102539062e+01,2.452411842346191406e+01,2.456410217285156250e+01,0.000000000000000000e+00
2.179965209960937500e+01,2.218263435363769531e+01,2.264786529541015625e+01,2.289386177062988281e+01,2.367589950561523438e+01,2.426627540588378906e+01,2.465901374816894531e+01,2.548891067504882812e+01,2.527627754211425781e+01,0.000000000000000000e+00
2.357605552673339844e+01,2.387435150146484375e+01,2.409715652465820312e+01,2.403138923645019531e+01,2.417897605895996094e+01,2.459236907958984375e+01,2.494882965087890625e+01,2.533933830261230469e+01,2.520460700988769531e+01,0.000000000000000000e+00
2.053526687622070312e+01,2.063014984130859375e+01,2.075092887878417969e+01,2.076774024963378906e+01,2.105709457397460938e+01,2.134171295166015625e+01,2.147690391540527344e+01,2.235753631591796875e+01,2.289399719238281250e+01,0.000000000000000000e+00
2.275341606140136719e+01,2.282774162292480469e+01,2.299730491638183594e+01,2.321504402160644531e+01,2.347577285766601562e+01,2.407583236694335938e+01,2.444779777526855469e+01,2.509222793579101562e+01,2.496573638916015625e+01,0.000000000000000000e+00
2.059772872924804688e+01,2.081685256958007812e+01,2.106680297851562500e+01,2.107567024230957031e+01,2.149930191040039062e+01,2.182928466796875000e+01,2.206089591979980469e+01,2.324566459655761719e+01,2.340039062500000000e+01,0.000000000000000000e+00
2.173921394348144531e+01,2.202273559570312500e+01,2.227059173583984375e+01,2.233564758300781250e+01,2.275196838378906250e+01,2.318356513977050781e+01,2.357712364196777344e+01,2.465832710266113281e+01,2.478481674194335938e+01,0.000000000000000000e+00
2.256804275512695312e+01,2.248959732055664062e+01,2.280743026733398438e+01,2.276336860656738281e+01,2.310617256164550781e+01,2.376741600036621094e+01,2.385947608947753906e+01,2.428642845153808594e+01,2.421969604492187500e+01,0.000000000000000000e+00
2.257352447509765625e+01,2.267060279846191406e+01,2.309597396850585938e+01,2.315616607666015625e+01,2.390099334716796875e+01,2.423729324340820312e+01,2.444517135620117188e+01,2.482481193542480469e+01,2.475656318664550781e+01,0.000000000000000000e+00
