H,J,Y,zpp,ip,r,V,B,u,blend
2.087252998352050781e+01,2.134364318847656250e+01,2.202996444702148438e+01,2.262961769104003906e+01,2.368650817871093750e+01,2.494863510131835938e+01,2.551267242431640625e+01,2.668224525451660156e+01,2.710879516601562500e+01,0.000000000000000000e+00
2.131889915466308594e+01,2.133335494995117188e+01,2.149870109558105469e+01,2.138667488098144531e+01,2.171487426757812500e+01,2.219049835205078125e+01,2.236731338500976562e+01,2.283229637145996094e+01,2.272264862060546875e+01,0.000000000000000000e+00
2.300897598266601562e+01,2.355150222778320312e+01,2.347119140625000000e+01,2.356937789916992188e+01,2.387668991088867188e+01,2.427843856811523438e+01,2.470361709594726562e+01,2.561309623718261719e+01,2.560622215270996094e+01,0.000000000000000000e+00
2.199201965332031250e+01,2.212392997741699219e+01,2.248958587646484375e+01,2.260010147094726562e+01,2.295712852478027344e+01,2.339629173278808594e+01,2.374689102172851562e+01,2.489195823669433594e+01,2.532250595092773438e+01,0.000000000000000000e+00
2.306153106689453125e+01,2.328816604614257812e+01,2.329674148559570312e+01,2.326307296752929688e+01,2.349061393737792969e+01,2.375504493713378906e+01,2.394439888000488281e+01,2.502547073364257812e+01,2.517726898193359375e+01,0.000000000000000000e+00
2.318538284301757812e+01,2.320421409606933594e+01,2.340783691406250000e+01,2.461813163757324219e+01,2.439488410949707031e+01,2.466583251953125000e+01,2.473390007019042969e+01,2.511991882324218750e+01,2.494175148010253906e+01,0.000000000000000000e+00
2.262002563476562500e+01,2.282336807250976562e+01,2.284617424011230469e+01,2.283081436157226562e+01,2.345202827453613281e+01,2.368498039245605469e+01,2.371067428588867188e+01,2.410215568542480469e+01,2.400591278076171875e+01,0.000000000000000000e+00
2.414910316467285156e+01,2.367764091491699219e+01,2.384248733520507812e+01,2.408914375305175781e+01,2.436189460754394531e+01,2.485650634765625000e+01,2.490040206909179688e+01,2.519417953491210938e+01,2.509669303894042969e+01,0.000000000000000000e+00
2.138901901245117188e+01,2.197572708129882812e+01,2.225448608398437500e+01,2.280446815490722656e+01,2.350524139404296875e+01,2.408540153503417969e+01,2.448796081542968750e+01,2.503682327270507812e+01,2.525339508056640625e+01,0.000000000000000000e+00
2.364220428466796875e+01,2.367140007019042969e+01,2.396056938171386719e+01,2.401093864440917969e+01,2.444522285461425781e+01,2.506114768981933594e+01,2.512671661376953125e+01,2.540211868286132812e+01,2.534376335144042969e+01,0.000000000000000000e+00
2.217032051086425781e+01,2.254314804077148438e+01,2.277093315124511719e+01,2.305634117126464844e+01,2.380311965942382812e+01,2.416692352294921875e+01,2.433818626403808594e+01,2.476253509521484375e+01,2.477281188964843750e+01,0.000000000000000000e+00
2.367205429077148438e+01,2.357961463928222656e+01,2.384155845642089844e+01,2.387675285339355469e+01,2.423183250427246094e+01,2.473814010620117188e+01,2.466551589965820312e+01,2.505640220642089844e+01,2.497393226623535156e+01,0.000000000000000000e+00
2.163297080993652344e+01,2.203784179687500000e+01,2.251201629638671875e+01,2.289368629455566406e+01,2.402529716491699219e+01,2.501744461059570312e+01,2.618873596191406250e+01,2.717432022094726562e+01,2.681284904479980469e+01,0.000000000000000000e+00
2.311899375915527344e+01,2.304818916320800781e+01,2.353443145751953125e+01,2.332310295104980469e+01,2.350035858154296875e+01,2.366389656066894531e+01,2.365814781188964844e+01,2.452795600891113281e+01,2.483828544616699219e+01,0.000000000000000000e+00
2.377574920654296875e+01,2.339756584167480469e+01,2.382463264465332031e+01,2.360693931579589844e+01,2.404344177246093750e+01,2.455590629577636719e+01,2.476690292358398438e+01,2.522770690917968750e+01,2.506357574462890625e+01,0.000000000000000000e+00
2.406196784973144531e+01,2.432321548461914062e+01,2.429436111450195312e+01,2.435276412963867188e+01,2.447283554077148438e+01,2.498369979858398438e+01,2.532882881164550781e+01,2.583398818969726562e+01,2.559287261962890625e+01,0.000000000000000000e+00
2.294842338562011719e+01,2.303890609741210938e+01,2.327427482604980469e+01,2.329711532592773438e+01,2.368470573425292969e+01,2.431284523010253906e+01,2.443004798889160156e+01,2.493387413024902344e+01,2.477321815490722656e+01,0.000000000000000000e+00
1.822890090942382812e+01,1.854791831970214844e+01,1.889086723327636719e+01,1.903566932678222656e+01,1.955498504638671875e+01,2.036876678466796875e+01,2.129493713378906250e+01,2.280890655517578125e+01,2.391747856140136719e+01,0.000000000000000000e+00
2.266521835327148438e+01,2.280849456787109375e+01,2.303551292419433594e+01,2.338625335693359375e+01,2.372933769226074219e+01,2.388346481323242188e+01,2.395504951477050781e+01,2.420501136779785156e+01,2.418904304504394531e+01,0.000000000000000000e+00
2.359731674194335938e+01,2.355183792114257812e+01,2.396792793273925781e+01,2.377374076843261719e+01,2.408306121826171875e+01,2.464402008056640625e+01,2.468461036682128906e+01,2.505402183532714844e+01,2.487399291992187500e+01,0.000000000000000000e+00
2.233046913146972656e+01,2.242754173278808594e+01,2.264749717712402344e+01,2.254467391967773438e+01,2.289962577819824219e+01,2.340627670288085938e+01,2.360528945922851562e+01,2.401348876953125000e+01,2.394292068481445312e+01,0.000000000000000000e+00
2.242837142944335938e+01,2.244413566589355469e+01,2.260822868347167969e+01,2.259177398681640625e+01,2.292643165588378906e+01,2.313374710083007812e+01,2.334683418273925781e+01,2.446611785888671875e+01,2.449553680419921875e+01,0.000000000000000000e+00
2.054918861389160156e+01,2.097772216796875000e+01,2.138800239562988281e+01,2.157942199707031250e+01,2.220970916748046875e+01,2.339029693603515625e+01,2.413471603393554688e+01,2.599007606506347656e+01,2.649669647216796875e+01,0.000000000000000000e+00
2.342966842651367188e+01,2.348297691345214844e+01,2.391228866577148438e+01,2.391486930847167969e+01,2.403869819641113281e+01,2.408336639404296875e+01,2.403871536254882812e+01,2.434749412536621094e+01,2.441259193420410156e+01,0.000000000000000000e+00
2.244302940368652344e+01,2.261661148071289062e+01,2.273606491088867188e+01,2.283926010131835938e+01,2.319933700561523438e+01,2.372679138183593750e+01,2.416510200500488281e+01,2.494410896301269531e+01,2.506745147705078125e+01,0.000000000000000000e+00
2.393637847900390625e+01,2.387159919738769531e+01,2.393575477600097656e+01,2.444609260559082031e+01,2.452552413940429688e+01,2.485445976257324219e+01,2.514146232604980469e+01,2.539457321166992188e+01,2.543898963928222656e+01,0.000000000000000000e+00
2.307638168334960938e+01,2.335382461547851562e+01,2.336199760437011719e+01,2.349186325073242188e+01,2.376344680786132812e+01,2.459297752380371094e+01,2.458042716979980469e+01,2.509316444396972656e+01,2.500695419311523438e+01,0.000000000000000000e+00
2.365332412719726562e+01,2.362562561035156250e+01,2.377651023864746094e+01,2.382966041564941406e+01,2.406681251525878906e+01,2.428258895874023438e+01,2.490915489196777344e+01,2.549896430969238281e+01,2.532878112792968750e+01,0.000000000000000000e+00
1.838748359680175781e+01,1.868214225769042969e+01,1.901725196838378906e+01,1.914830589294433594e+01,1.963960456848144531e+01,2.017979240417480469e+01,2.074463653564453125e+01,2.222127914428710938e+01,2.288608169555664062e+01,0.000000000000000000e+00
2.188003349304199219e+01,2.217319107055664062e+01,2.246837615966796875e+01,2.266782379150390625e+01,2.308449935913085938e+01,2.388919830322265625e+01,2.432383155822753906e+01,2.517153930664062500e+01,2.557606887817382812e+01,0.000000000000000000e+00
2.123092842102050781e+01,2.130922889709472656e+01,2.149568367004394531e+01,2.152313804626464844e+01,2.185325431823730469e+01,2.213329315185546875e+01,2.244642639160156250e+01,2.337403678894042969e+01,2.351296997070312500e+01,0.000000000000000000e+00
2.281541442871093750e+01,2.296264648437500000e+01,2.304210090637207031e+01,2.315285873413085938e+01,2.390149497985839844e+01,2.439663887023925781e+01,2.455009841918945312e+01,2.492420196533203125e+01,2.488137817382812500e+01,0.000000000000000000e+00
2.423633575439453125e+01,2.365649604797363281e+01,2.412542533874511719e+01,2.390761375427246094e+01,2.415174674987792969e+01,2.441870117187500000e+01,2.472048568725585938e+01,2.546663856506347656e+01,2.535350036621093750e+01,0.000000000000000000e+00
2.383716392517089844e+01,2.427308845520019531e+01,2.409613609313964844e+01,2.431525230407714844e+01,2.448933219909667969e+01,2.492662048339843750e+01,2.549245071411132812e+01,2.610821723937988281e+01,2.611653518676757812e+01,0.000000000000000000e+00
2.320170211791992188e+01,2.367173004150390625e+01,2.409951210021972656e+01,2.368166732788085938e+01,2.386076164245605469e+01,2.398092842102050781e+01,2.402373886108398438e+01,2.468723487854003906e+01,2.522995376586914062e+01,0.000000000000000000e+00
2.257587814331054688e+01,2.267354965209960938e+01,2.279011535644531250e+01,2.291028594970703125e+01,2.320643043518066406e+01,2.356167793273925781e+01,2.377170753479003906e+01,2.491187667846679688e+01,2.563590431213378906e+01,0.000000000000000000e+00
2.262367439270019531e+01,2.299351692199707031e+01,2.337187576293945312e+01,2.341827201843261719e+01,2.396117019653320312e+01,2.482494926452636719e+01,2.535499382019042969e+01,2.653153610229492188e+01,2.676682281494140625e+01,0.000000000000000000e+00
2.123149871826171875e+01,2.162335586547851562e+01,2.208782005310058594e+01,2.242485427856445312e+01,2.337337303161621094e+01,2.427313041687011719e+01,2.497459411621093750e+01,2.581629753112792969e+01,2.579589653015136719e+01,0.000000000000000000e+00
1.909259796142578125e+01,1.938190078735351562e+01,1.965583419799804688e+01,1.970736122131347656e+01,2.018424987792968750e+01,2.059376525878906250e+01,2.097011375427246094e+01,2.208691406250000000e+01,2.234391021728515625e+01,0.000000000000000000e+00
1.920495223999023438e+01,1.953608131408691406e+01,1.986217308044433594e+01,2.007114982604980469e+01,2.061975669860839844e+01,2.172791862487792969e+01,2.247313880920410156e+01,2.436407470703125000e+01,2.528001403808593750e+01,0.000000000000000000e+00
2.357572937011718750e+01,2.392341613769531250e+01,2.448383522033691406e+01,2.592887306213378906e+01,2.514349365234375000e+01,2.527628898620605469e+01,2.621191024780273438e+01,2.728692626953125000e+01,2.746994781494140625e+01,0.000000000000000000e+00
2.360159301757812500e+01,2.316702651977539062e+01,2.306550407409667969e+01,2.332288932800292969e+01,2.385187530517578125e+01,2.431563568115234375e+01,2.433570289611816406e+01,2.465989303588867188e+01,2.440919494628906250e+01,0.000000000000000000e+00
2.260930252075195312e+01,2.278458213806152344e+01,2.292837142944335938e+01,2.293532943725585938e+01,2.326144409179687500e+01,2.379849243164062500e+01,2.421059989929199219e+01,2.488570594787597656e+01,2.495693969726562500e+01,0.000000000000000000e+00
2.398867225646972656e+01,2.405422019958496094e+01,2.416084671020507812e+01,2.391490936279296875e+01,2.435072708129882812e+01,2.521810913085937500e+01,2.520682716369628906e+01,2.571584129333496094e+01,2.581814002990722656e+01,0.000000000000000000e+00
2.329396057128906250e+01,2.358394241333007812e+01,2.334686088562011719e+01,2.337126731872558594e+01,2.370166206359863281e+01,2.385182380676269531e+01,2.382271957397460938e+01,2.407365417480468750e+01,2.389836120605468750e+01,0.000000000000000000e+00
2.313423728942871094e+01,2.347205352783203125e+01,2.341143608093261719e+01,2.348031044006347656e+01,2.391986083984375000e+01,2.434289360046386719e+01,2.432264709472656250e+01,2.473443222045898438e+01,2.463582420349121094e+01,0.000000000000000000e+00
2.274673843383789062e+01,2.292663574218750000e+01,2.308325576782226562e+01,2.308681678771972656e+01,2.364602279663085938e+01,2.399228668212890625e+01,2.399786186218261719e+01,2.436766433715820312e+01,2.426195335388183594e+01,0.000000000000000000e+00
2.235609054565429688e+01,2.243864250183105469e+01,2.265949249267578125e+01,2.287221908569335938e+01,2.337424850463867188e+01,2.426859664916992188e+01,2.499372100830078125e+01,2.628270149230957031e+01,2.653847503662109375e+01,0.000000000000000000e+00
2.266496658325195312e+01,2.293335342407226562e+01,2.307032775878906250e+01,2.329404640197753906e+01,2.396368026733398438e+01,2.423824501037597656e+01,2.442664909362792969e+01,2.483846282958984375e+01,2.473402214050292969e+01,0.000000000000000000e+00
2.324259376525878906e+01,2.336995506286621094e+01,2.348333168029785156e+01,2.368662834167480469e+01,2.418408775329589844e+01,2.428713607788085938e+01,2.427649497985839844e+01,2.457850646972656250e+01,2.450069427490234375e+01,0.000000000000000000e+00
2.392078781127929688e+01,2.373138427734375000e+01,2.410293769836425781e+01,2.402639389038085938e+01,2.420713806152343750e+01,2.450816726684570312e+01,2.482640266418457031e+01,2.561589431762695312e+01,2.532268524169921875e+01,0.000000000000000000e+00
2.049012374877929688e+01,2.071198844909667969e+01,2.097884368896484375e+01,2.108400726318359375e+01,2.156220245361328125e+01,2.213673973083496094e+01,2.279776954650878906e+01,2.427079963684082031e+01,2.535260009765625000e+01,0.000000000000000000e+00
2.249452018737792969e+01,2.254046821594238281e+01,2.247448539733886719e+01,2.263863754272460938e+01,2.276898956298828125e+01,2.312563323974609375e+01,2.352408409118652344e+01,2.411036109924316406e+01,2.401544380187988281e+01,0.000000000000000000e+00
2.289476013183593750e+01,2.283469009399414062e+01,2.317273330688476562e+01,2.303615570068359375e+01,2.332899475097656250e+01,2.386381340026855469e+01,2.413995361328125000e+01,2.463781356811523438e+01,2.453670501708984375e+01,0.000000000000000000e+00
2.337968444824218750e+01,2.340373039245605469e+01,2.379571342468261719e+01,2.369505882263183594e+01,2.391857147216796875e+01,2.436133384704589844e+01,2.469863510131835938e+01,2.525641250610351562e+01,2.536397361755371094e+01,0.000000000000000000e+00
2.322753334045410156e+01,2.330694007873535156e+01,2.326320075988769531e+01,2.347484970092773438e+01,2.350519752502441406e+01,2.376357269287109375e+01,2.401162719726562500e+01,2.496632385253906250e+01,2.512839317321777344e+01,0.000000000000000000e+00
2.202901268005371094e+01,2.241007423400878906e+01,2.283053588867187500e+01,2.337906265258789062e+01,2.386265754699707031e+01,2.426236534118652344e+01,2.441626167297363281e+01,2.477249145507812500e+01,2.485809326171875000e+01,0.000000000000000000e+00
2.140152168273925781e+01,2.185663032531738281e+01,2.228201484680175781e+01,2.270408058166503906e+01,2.362310218811035156e+01,2.450815010070800781e+01,2.494294738769531250e+01,2.555360221862792969e+01,2.550445938110351562e+01,0.000000000000000000e+00
2.189482688903808594e+01,2.240828895568847656e+01,2.296224403381347656e+01,2.337137031555175781e+01,2.385785293579101562e+01,2.431608390808105469e+01,2.455238151550292969e+01,2.495424079895019531e+01,2.522509956359863281e+01,0.000000000000000000e+00
2.224563407897949219e+01,2.228612518310546875e+01,2.215472221374511719e+01,2.235896492004394531e+01,2.253429412841796875e+01,2.278283309936523438e+01,2.308917236328125000e+01,2.375915145874023438e+01,2.375147247314453125e+01,0.000000000000000000e+00
2.278759002685546875e+01,2.293053817749023438e+01,2.295742607116699219e+01,2.318620109558105469e+01,2.369906044006347656e+01,2.420216560363769531e+01,2.437127304077148438e+01,2.470782089233398438e+01,2.470873069763183594e+01,0.000000000000000000e+00
2.252088928222656250e+01,2.276733016967773438e+01,2.314679527282714844e+01,2.336778259277343750e+01,2.386283302307128906e+01,2.497702026367187500e+01,2.573932647705078125e+01,2.726528358459472656e+01,2.750644302368164062e+01,0.000000000000000000e+00
2.232486534118652344e+01,2.251491165161132812e+01,2.279199218750000000e+01,2.304559326171875000e+01,2.360943031311035156e+01,2.371011161804199219e+01,2.379471206665039062e+01,2.406796073913574219e+01,2.405597877502441406e+01,0.000000000000000000e+00
2.229064559936523438e+01,2.238816833496093750e+01,2.255335044860839844e+01,2.234727096557617188e+01,2.266557312011718750e+01,2.309537315368652344e+01,2.334090614318847656e+01,2.375794982910156250e+01,2.370096588134765625e+01,0.000000000000000000e+00
2.132764434814453125e+01,2.158313369750976562e+01,2.185612678527832031e+01,2.194175529479980469e+01,2.236214828491210938e+01,2.310838127136230469e+01,2.380875778198242188e+01,2.489997100830078125e+01,2.530074119567871094e+01,0.000000000000000000e+00
2.101603317260742188e+01,2.128940391540527344e+01,2.164245986938476562e+01,2.179696846008300781e+01,2.232532691955566406e+01,2.327339363098144531e+01,2.370249938964843750e+01,2.481066131591796875e+01,2.507808876037597656e+01,0.000000000000000000e+00
2.334725952148437500e+01,2.342253494262695312e+01,2.350338935852050781e+01,2.399572563171386719e+01,2.392100334167480469e+01,2.398477363586425781e+01,2.397816085815429688e+01,2.428036689758300781e+01,2.438624382019042969e+01,0.000000000000000000e+00
2.114608764648437500e+01,2.129222679138183594e+01,2.118030548095703125e+01,2.139110183715820312e+01,2.155927658081054688e+01,2.183815956115722656e+01,2.214086914062500000e+01,2.285148239135742188e+01,2.284222793579101562e+01,0.000000000000000000e+00
2.289243507385253906e+01,2.373049736022949219e+01,2.397711372375488281e+01,2.411935806274414062e+01,2.429464721679687500e+01,2.457401657104492188e+01,2.454984092712402344e+01,2.536074447631835938e+01,2.593688392639160156e+01,0.000000000000000000e+00
2.270669937133789062e+01,2.297882652282714844e+01,2.317447471618652344e+01,2.351221084594726562e+01,2.385791969299316406e+01,2.408717536926269531e+01,2.410255813598632812e+01,2.450857353210449219e+01,2.455708503723144531e+01,0.000000000000000000e+00
2.145356559753417969e+01,2.161475753784179688e+01,2.190422439575195312e+01,2.200809669494628906e+01,2.249602699279785156e+01,2.328812599182128906e+01,2.357604980468750000e+01,2.421785736083984375e+01,2.413276481628417969e+01,0.000000000000000000e+00
2.328332710266113281e+01,2.336677742004394531e+01,2.343292427062988281e+01,2.336402320861816406e+01,2.356274223327636719e+01,2.376091766357421875e+01,2.400564765930175781e+01,2.482818794250488281e+01,2.481682968139648438e+01,0.000000000000000000e+00
2.425269508361816406e+01,2.421934127807617188e+01,2.471692657470703125e+01,2.527330589294433594e+01,2.489545440673828125e+01,2.505766296386718750e+01,2.535861206054687500e+01,2.574198532104492188e+01,2.569038200378417969e+01,0.000000000000000000e+00
2.247023963928222656e+01,2.270391464233398438e+01,2.300274467468261719e+01,2.336990547180175781e+01,2.380683708190917969e+01,2.402895545959472656e+01,2.404804611206054688e+01,2.449181175231933594e+01,2.442226600646972656e+01,0.000000000000000000e+00
2.384093284606933594e+01,2.399210166931152344e+01,2.399976348876953125e+01,2.397866249084472656e+01,2.442897033691406250e+01,2.508930397033691406e+01,2.520486259460449219e+01,2.586606025695800781e+01,2.580520057678222656e+01,0.000000000000000000e+00
2.341765022277832031e+01,2.332248115539550781e+01,2.334844398498535156e+01,2.346696853637695312e+01,2.357665252685546875e+01,2.403799247741699219e+01,2.455734634399414062e+01,2.526602172851562500e+01,2.530811119079589844e+01,0.000000000000000000e+00
2.312421226501464844e+01,2.338789939880371094e+01,2.344720077514648438e+01,2.368156051635742188e+01,2.382963371276855469e+01,2.424583053588867188e+01,2.481529426574707031e+01,2.547032928466796875e+01,2.566960334777832031e+01,0.000000000000000000e+00
2.320164299011230469e+01,2.350659561157226562e+01,2.341837310791015625e+01,2.361227798461914062e+01,2.411983108520507812e+01,2.465161705017089844e+01,2.465947532653808594e+01,2.508560562133789062e+01,2.491117477416992188e+01,0.000000000000000000e+00
2.241449546813964844e+01,2.265380859375000000e+01,2.293071556091308594e+01,2.308260345458984375e+01,2.334526443481445312e+01,2.359145545959472656e+01,2.359638214111328125e+01,2.405044555664062500e+01,2.436996841430664062e+01,0.000000000000000000e+00
2.277443122863769531e+01,2.292489433288574219e+01,2.345345306396484375e+01,2.348555755615234375e+01,2.372034645080566406e+01,2.392287445068359375e+01,2.380256462097167969e+01,2.423258018493652344e+01,2.435503005981445312e+01,0.000000000000000000e+00
2.065324783325195312e+01,2.115741348266601562e+01,2.182375526428222656e+01,2.212246704101562500e+01,2.297001457214355469e+01,2.407535362243652344e+01,2.474419593811035156e+01,2.603459739685058594e+01,2.617796516418457031e+01,0.000000000000000000e+00
2.209864234924316406e+01,2.229296302795410156e+01,2.243270111083984375e+01,2.258787155151367188e+01,2.332798004150390625e+01,2.362656593322753906e+01,2.376319694519042969e+01,2.414174079895019531e+01,2.402121734619140625e+01,0.000000000000000000e+00
2.353832054138183594e+01,2.340511894226074219e+01,2.316473197937011719e+01,2.348969650268554688e+01,2.370840644836425781e+01,2.416587829589843750e+01,2.402704048156738281e+01,2.432754707336425781e+01,2.415344429016113281e+01,0.000000000000000000e+00
2.279477691650390625e+01,2.276144409179687500e+01,2.277748107910156250e+01,2.286685562133789062e+01,2.312953376770019531e+01,2.333017158508300781e+01,2.377775573730468750e+01,2.445753097534179688e+01,2.442117500305175781e+01,0.000000000000000000e+00
2.204224014282226562e+01,2.241660118103027344e+01,2.327487945556640625e+01,2.362988662719726562e+01,2.425167083740234375e+01,2.469222259521484375e+01,2.471972274780273438e+01,2.527095985412597656e+01,2.535156250000000000e+01,0.000000000000000000e+00
2.326582145690917969e+01,2.331472396850585938e+01,2.342509651184082031e+01,2.360348701477050781e+01,2.403017234802246094e+01,2.433622360229492188e+01,2.430960083007812500e+01,2.474316596984863281e+01,2.456706619262695312e+01,0.000000000000000000e+00
2.162327766418457031e+01,2.206546401977539062e+01,2.243299293518066406e+01,2.272649574279785156e+01,2.358283805847167969e+01,2.458608436584472656e+01,2.520551872253417969e+01,2.626512336730957031e+01,2.616571807861328125e+01,0.000000000000000000e+00
2.404292297363281250e+01,2.412179756164550781e+01,2.428885459899902344e+01,2.418868446350097656e+01,2.444621658325195312e+01,2.469630622863769531e+01,2.474398612976074219e+01,2.576634979248046875e+01,2.557068443298339844e+01,0.000000000000000000e+00
2.229272079467773438e+01,2.253117179870605469e+01,2.311078071594238281e+01,2.334016418457031250e+01,2.377264022827148438e+01,2.400219917297363281e+01,2.413191795349121094e+01,2.438897514343261719e+01,2.443919754028320312e+01,0.000000000000000000e+00
2.340019798278808594e+01,2.327353477478027344e+01,2.352334213256835938e+01,2.360019302368164062e+01,2.419518661499023438e+01,2.454323768615722656e+01,2.464375877380371094e+01,2.499282264709472656e+01,2.500692939758300781e+01,0.000000000000000000e+00
2.280259132385253906e+01,2.303495788574218750e+01,2.301333808898925781e+01,2.305429077148437500e+01,2.356946372985839844e+01,2.368686866760253906e+01,2.374057769775390625e+01,2.399921226501464844e+01,2.384570503234863281e+01,0.000000000000000000e+00
2.037206649780273438e+01,2.081042480468750000e+01,2.125965118408203125e+01,2.152837181091308594e+01,2.255679130554199219e+01,2.368680763244628906e+01,2.459988594055175781e+01,2.584864044189453125e+01,2.622347831726074219e+01,0.000000000000000000e+00
2.227983474731445312e+01,2.235118675231933594e+01,2.242032051086425781e+01,2.245639419555664062e+01,2.276104927062988281e+01,2.301583862304687500e+01,2.339847564697265625e+01,2.424596977233886719e+01,2.429280662536621094e+01,0.000000000000000000e+00
2.269434738159179688e+01,2.273440361022949219e+01,2.299191856384277344e+01,2.345773315429687500e+01,2.364048194885253906e+01,2.384519577026367188e+01,2.378930473327636719e+01,2.420553016662597656e+01,2.412634658813476562e+01,0.000000000000000000e+00
2.312775802612304688e+01,2.342055130004882812e+01,2.385697746276855469e+01,2.393377876281738281e+01,2.405935478210449219e+01,2.403730964660644531e+01,2.408538246154785156e+01,2.458758544921875000e+01,2.483716773986816406e+01,0.000000000000000000e+00
2.138705825805664062e+01,2.153625106811523438e+01,2.155508422851562500e+01,2.172725105285644531e+01,2.196772384643554688e+01,2.232727050781250000e+01,2.282835006713867188e+01,2.356049728393554688e+01,2.365179443359375000e+01,0.000000000000000000e+00
2.249999237060546875e+01,2.285209846496582031e+01,2.343894767761230469e+01,2.340709114074707031e+01,2.415257453918457031e+01,2.455323028564453125e+01,2.483678627014160156e+01,2.528540420532226562e+01,2.535979270935058594e+01,0.000000000000000000e+00
2.347680282592773438e+01,2.372526168823242188e+01,2.422092056274414062e+01,2.478343009948730469e+01,2.462140464782714844e+01,2.481173324584960938e+01,2.485623931884765625e+01,2.528138732910156250e+01,2.539905738830566406e+01,0.000000000000000000e+00
2.095753097534179688e+01,2.100146675109863281e+01,2.116505050659179688e+01,2.115058326721191406e+01,2.140461730957031250e+01,2.163095283508300781e+01,2.170319747924804688e+01,2.263656044006347656e+01,2.300071334838867188e+01,0.000000000000000000e+00
2.234268569946289062e+01,2.268691635131835938e+01,2.310767745971679688e+01,2.326026725769042969e+01,2.382871627807617188e+01,2.488522148132324219e+01,2.538588142395019531e+01,2.667818832397460938e+01,2.657335472106933594e+01,0.000000000000000000e+00
2.212223434448242188e+01,2.273254394531250000e+01,2.313273811340332031e+01,2.355596542358398438e+01,2.442950630187988281e+01,2.500628089904785156e+01,2.549282073974609375e+01,2.581959342956542969e+01,2.600020217895507812e+01,0.000000000000000000e+00
2.192421913146972656e+01,2.234398460388183594e+01,2.271600341796875000e+01,2.294943237304687500e+01,2.337983894348144531e+01,2.415387725830078125e+01,2.440208244323730469e+01,2.509857177734375000e+01,2.520301818847656250e+01,0.000000000000000000e+00
2.240559196472167969e+01,2.278396224975585938e+01,2.344109153747558594e+01,2.357641220092773438e+01,2.398244857788085938e+01,2.424549293518066406e+01,2.424028587341308594e+01,2.502571487426757812e+01,2.536664199829101562e+01,0.000000000000000000e+00
2.321200180053710938e+01,2.331846427917480469e+01,2.334586143493652344e+01,2.344305610656738281e+01,2.340653228759765625e+01,2.378962326049804688e+01,2.405923080444335938e+01,2.438271331787109375e+01,2.430951881408691406e+01,0.000000000000000000e+00
2.127776336669921875e+01,2.133126640319824219e+01,2.148158836364746094e+01,2.143249320983886719e+01,2.164866638183593750e+01,2.185185813903808594e+01,2.188964462280273438e+01,2.283307075500488281e+01,2.322131919860839844e+01,0.000000000000000000e+00
2.357430458068847656e+01,2.378720283508300781e+01,2.406322479248046875e+01,2.415413665771484375e+01,2.440703010559082031e+01,2.538043975830078125e+01,2.524091529846191406e+01,2.595242309570312500e+01,2.566040229797363281e+01,0.000000000000000000e+00
2.251203346252441406e+01,2.256801986694335938e+01,2.274987220764160156e+01,2.295035934448242188e+01,2.313585853576660156e+01,2.351989173889160156e+01,2.401911354064941406e+01,2.473107147216796875e+01,2.493557548522949219e+01,0.000000000000000000e+00
2.355684280395507812e+01,2.373032188415527344e+01,2.377001380920410156e+01,2.373991394042968750e+01,2.402799797058105469e+01,2.399247360229492188e+01,2.417719268798828125e+01,2.519902038574218750e+01,2.497468185424804688e+01,0.000000000000000000e+00
2.131266021728515625e+01,2.145137405395507812e+01,2.163795280456542969e+01,2.164622306823730469e+01,2.200363159179687500e+01,2.226591682434082031e+01,2.255377006530761719e+01,2.367673873901367188e+01,2.380323028564453125e+01,0.000000000000000000e+00
2.292748069763183594e+01,2.320035743713378906e+01,2.331728363037109375e+01,2.331664276123046875e+01,2.362949371337890625e+01,2.425837326049804688e+01,2.457309722900390625e+01,2.494666862487792969e+01,2.495520782470703125e+01,0.000000000000000000e+00
2.198411750793457031e+01,2.211906242370605469e+01,2.227052497863769531e+01,2.234601783752441406e+01,2.261475181579589844e+01,2.312693977355957031e+01,2.355751419067382812e+01,2.412061500549316406e+01,2.414504241943359375e+01,0.000000000000000000e+00
2.221299743652343750e+01,2.254451370239257812e+01,2.280837821960449219e+01,2.307465934753417969e+01,2.369641494750976562e+01,2.396843910217285156e+01,2.408189582824707031e+01,2.446639060974121094e+01,2.442513275146484375e+01,0.000000000000000000e+00
2.261236572265625000e+01,2.285917472839355469e+01,2.304104614257812500e+01,2.307783508300781250e+01,2.318073463439941406e+01,2.368235206604003906e+01,2.439528274536132812e+01,2.478533554077148438e+01,2.486470985412597656e+01,0.000000000000000000e+00
2.307547187805175781e+01,2.354551696777343750e+01,2.405451202392578125e+01,2.411273765563964844e+01,2.417128753662109375e+01,2.435491180419921875e+01,2.429889678955078125e+01,2.499541282653808594e+01,2.541855812072753906e+01,0.000000000000000000e+00
2.419629478454589844e+01,2.445012092590332031e+01,2.429422378540039062e+01,2.449267387390136719e+01,2.439317893981933594e+01,2.489308738708496094e+01,2.508428001403808594e+01,2.543419837951660156e+01,2.533514022827148438e+01,0.000000000000000000e+00
2.388476562500000000e+01,2.402883338928222656e+01,2.407633972167968750e+01,2.360932540893554688e+01,2.404211425781250000e+01,2.431434059143066406e+01,2.449911499023437500e+01,2.477045440673828125e+01,2.458974075317382812e+01,0.000000000000000000e+00
