H,J,Y,zpp,ip,r,V,B,u,blend
2.322255706787109375e+01,2.325891876220703125e+01,2.356286430358886719e+01,2.373482704162597656e+01,2.419894981384277344e+01,2.425002861022949219e+01,2.422857093811035156e+01,2.467736434936523438e+01,2.464413642883300781e+01,1.000000000000000000e+00
2.095790290832519531e+01,2.109764289855957031e+01,2.138329315185546875e+01,2.149059295654296875e+01,2.186359596252441406e+01,2.258562278747558594e+01,2.286553001403808594e+01,2.351297378540039062e+01,2.353065490722656250e+01,1.000000000000000000e+00
2.392390251159667969e+01,2.399079513549804688e+01,2.402006149291992188e+01,2.404425048828125000e+01,2.439484024047851562e+01,2.489632415771484375e+01,2.493953132629394531e+01,2.530879020690917969e+01,2.508778381347656250e+01,1.000000000000000000e+00
2.222871208190917969e+01,2.249185180664062500e+01,2.282947731018066406e+01,2.335606193542480469e+01,2.362114143371582031e+01,2.385834121704101562e+01,2.394099235534667969e+01,2.427883338928222656e+01,2.428758049011230469e+01,1.000000000000000000e+00
2.216898536682128906e+01,2.237845611572265625e+01,2.265224266052246094e+01,2.280805015563964844e+01,2.338450813293457031e+01,2.400751686096191406e+01,2.420403099060058594e+01,2.472145843505859375e+01,2.457655525207519531e+01,1.000000000000000000e+00
2.359587097167968750e+01,2.373857116699218750e+01,2.376169967651367188e+01,2.386896896362304688e+01,2.420337486267089844e+01,2.485687828063964844e+01,2.476983451843261719e+01,2.530748748779296875e+01,2.506704521179199219e+01,1.000000000000000000e+00
2.182080459594726562e+01,2.209542465209960938e+01,2.243763542175292969e+01,2.267422294616699219e+01,2.337369918823242188e+01,2.379482078552246094e+01,2.414953613281250000e+01,2.475063133239746094e+01,2.500604057312011719e+01,1.000000000000000000e+00
2.296646118164062500e+01,2.327451705932617188e+01,2.360687065124511719e+01,2.382811164855957031e+01,2.450293922424316406e+01,2.494634628295898438e+01,2.520582008361816406e+01,2.566887474060058594e+01,2.548995590209960938e+01,1.000000000000000000e+00
2.151551246643066406e+01,2.195479202270507812e+01,2.240288352966308594e+01,2.284046745300292969e+01,2.328268241882324219e+01,2.363491630554199219e+01,2.377131080627441406e+01,2.412625312805175781e+01,2.418330574035644531e+01,1.000000000000000000e+00
2.242094993591308594e+01,2.246290969848632812e+01,2.279889869689941406e+01,2.280710220336914062e+01,2.306393432617187500e+01,2.367195701599121094e+01,2.401936912536621094e+01,2.464529609680175781e+01,2.457434844970703125e+01,1.000000000000000000e+00
2.275795173645019531e+01,2.305711555480957031e+01,2.321569061279296875e+01,2.330756568908691406e+01,2.362798118591308594e+01,2.414317321777343750e+01,2.449587821960449219e+01,2.503512763977050781e+01,2.506840515136718750e+01,1.000000000000000000e+00
2.387240600585937500e+01,2.396262359619140625e+01,2.404459762573242188e+01,2.404882812500000000e+01,2.414586257934570312e+01,2.459102821350097656e+01,2.491109275817871094e+01,2.531883811950683594e+01,2.507799339294433594e+01,1.000000000000000000e+00
2.260495376586914062e+01,2.288335800170898438e+01,2.341465187072753906e+01,2.384398078918457031e+01,2.417083740234375000e+01,2.453576087951660156e+01,2.471247482299804688e+01,2.497949028015136719e+01,2.499655723571777344e+01,1.000000000000000000e+00
2.261639785766601562e+01,2.309898376464843750e+01,2.348642158508300781e+01,2.410692977905273438e+01,2.450111389160156250e+01,2.500469207763671875e+01,2.492442512512207031e+01,2.536273574829101562e+01,2.550567626953125000e+01,1.000000000000000000e+00
2.309112739562988281e+01,2.331150627136230469e+01,2.368010711669921875e+01,2.404761886596679688e+01,2.440532302856445312e+01,2.464602470397949219e+01,2.457277870178222656e+01,2.501444435119628906e+01,2.507147979736328125e+01,1.000000000000000000e+00
2.398627471923828125e+01,2.384087181091308594e+01,2.395969963073730469e+01,2.403914451599121094e+01,2.444993782043457031e+01,2.515249252319335938e+01,2.526870918273925781e+01,2.575329017639160156e+01,2.553697013854980469e+01,1.000000000000000000e+00
2.317457962036132812e+01,2.356345176696777344e+01,2.364027595520019531e+01,2.376994514465332031e+01,2.395827484130859375e+01,2.417121505737304688e+01,2.445269966125488281e+01,2.515247535705566406e+01,2.514133262634277344e+01,1.000000000000000000e+00
2.365493583679199219e+01,2.404552078247070312e+01,2.415712738037109375e+01,2.434181976318359375e+01,2.452167701721191406e+01,2.462049102783203125e+01,2.451433563232421875e+01,2.530337905883789062e+01,2.566709899902343750e+01,1.000000000000000000e+00
2.307394409179687500e+01,2.311926460266113281e+01,2.319770240783691406e+01,2.340106773376464844e+01,2.356551551818847656e+01,2.397620773315429688e+01,2.418413734436035156e+01,2.457380294799804688e+01,2.444830322265625000e+01,1.000000000000000000e+00
2.129109001159667969e+01,2.142522811889648438e+01,2.139790725708007812e+01,2.160193634033203125e+01,2.184049415588378906e+01,2.219561004638671875e+01,2.256167793273925781e+01,2.338229560852050781e+01,2.337694168090820312e+01,1.000000000000000000e+00
2.354338836669921875e+01,2.364791107177734375e+01,2.370067787170410156e+01,2.374894332885742188e+01,2.395282363891601562e+01,2.406194686889648438e+01,2.417687225341796875e+01,2.491501426696777344e+01,2.485426521301269531e+01,1.000000000000000000e+00
2.296570205688476562e+01,2.304845428466796875e+01,2.315075111389160156e+01,2.324798011779785156e+01,2.350102996826171875e+01,2.383224296569824219e+01,2.422385406494140625e+01,2.465248680114746094e+01,2.446839523315429688e+01,1.000000000000000000e+00
2.378325080871582031e+01,2.408160972595214844e+01,2.440849685668945312e+01,2.462050819396972656e+01,2.455576896667480469e+01,2.481012916564941406e+01,2.483612060546875000e+01,2.551138305664062500e+01,2.587299919128417969e+01,1.000000000000000000e+00
2.316955947875976562e+01,2.322500610351562500e+01,2.396618461608886719e+01,2.379601478576660156e+01,2.418225669860839844e+01,2.454150199890136719e+01,2.447564506530761719e+01,2.505689430236816406e+01,2.504014587402343750e+01,1.000000000000000000e+00
2.177284812927246094e+01,2.199564170837402344e+01,2.234849357604980469e+01,2.261358261108398438e+01,2.316133880615234375e+01,2.386443519592285156e+01,2.400363349914550781e+01,2.437097358703613281e+01,2.425870704650878906e+01,1.000000000000000000e+00
2.296144485473632812e+01,2.291784667968750000e+01,2.326834297180175781e+01,2.326605796813964844e+01,2.373850440979003906e+01,2.418341255187988281e+01,2.436084175109863281e+01,2.467460250854492188e+01,2.454218673706054688e+01,1.000000000000000000e+00
2.435926437377929688e+01,2.475942611694335938e+01,2.452418708801269531e+01,2.444940185546875000e+01,2.454268646240234375e+01,2.492598342895507812e+01,2.534368896484375000e+01,2.598470687866210938e+01,2.601813888549804688e+01,1.000000000000000000e+00
2.353323936462402344e+01,2.353941726684570312e+01,2.359328460693359375e+01,2.368673133850097656e+01,2.410712051391601562e+01,2.436670303344726562e+01,2.421984481811523438e+01,2.453862762451171875e+01,2.435305976867675781e+01,1.000000000000000000e+00
2.123741149902343750e+01,2.151291656494140625e+01,2.182555770874023438e+01,2.192906951904296875e+01,2.253341293334960938e+01,2.300064086914062500e+01,2.326896286010742188e+01,2.417815971374511719e+01,2.419047737121582031e+01,1.000000000000000000e+00
2.247187805175781250e+01,2.263682556152343750e+01,2.305480003356933594e+01,2.335225105285644531e+01,2.394006538391113281e+01,2.481887626647949219e+01,2.499285697937011719e+01,2.567818069458007812e+01,2.566107940673828125e+01,1.000000000000000000e+00
2.285310173034667969e+01,2.317298507690429688e+01,2.366923713684082031e+01,2.408614349365234375e+01,2.423618316650390625e+01,2.440744400024414062e+01,2.443899345397949219e+01,2.493330764770507812e+01,2.515900230407714844e+01,1.000000000000000000e+00
2.319850349426269531e+01,2.309696197509765625e+01,2.335321998596191406e+01,2.363211250305175781e+01,2.383412170410156250e+01,2.391539001464843750e+01,2.383295249938964844e+01,2.419971466064453125e+01,2.415930938720703125e+01,1.000000000000000000e+00
2.299462699890136719e+01,2.301979064941406250e+01,2.338639831542968750e+01,2.352114486694335938e+01,2.373565864562988281e+01,2.387560462951660156e+01,2.378553771972656250e+01,2.424589347839355469e+01,2.428953742980957031e+01,1.000000000000000000e+00
2.251778030395507812e+01,2.284756469726562500e+01,2.276834487915039062e+01,2.309202003479003906e+01,2.347763633728027344e+01,2.375970458984375000e+01,2.374743270874023438e+01,2.405330657958984375e+01,2.388149070739746094e+01,1.000000000000000000e+00
2.212030029296875000e+01,2.243055152893066406e+01,2.287829589843750000e+01,2.307147026062011719e+01,2.366600608825683594e+01,2.448749923706054688e+01,2.485770797729492188e+01,2.550639533996582031e+01,2.559329605102539062e+01,1.000000000000000000e+00
2.237248229980468750e+01,2.245241165161132812e+01,2.242905807495117188e+01,2.263203811645507812e+01,2.302606201171875000e+01,2.331537055969238281e+01,2.335868835449218750e+01,2.373235893249511719e+01,2.363150978088378906e+01,1.000000000000000000e+00
2.207082557678222656e+01,2.274802589416503906e+01,2.338000869750976562e+01,2.405750656127929688e+01,2.462642097473144531e+01,2.535581398010253906e+01,2.571582794189453125e+01,2.573221969604492188e+01,2.588298797607421875e+01,1.000000000000000000e+00
2.335933685302734375e+01,2.339505004882812500e+01,2.351747894287109375e+01,2.373119354248046875e+01,2.405791664123535156e+01,2.415549278259277344e+01,2.406208419799804688e+01,2.434788322448730469e+01,2.423565101623535156e+01,1.000000000000000000e+00
2.271017456054687500e+01,2.268489837646484375e+01,2.268159866333007812e+01,2.276950836181640625e+01,2.293375968933105469e+01,2.311408615112304688e+01,2.324710655212402344e+01,2.412702560424804688e+01,2.426685142517089844e+01,1.000000000000000000e+00
2.286350250244140625e+01,2.307125282287597656e+01,2.318229103088378906e+01,2.355475807189941406e+01,2.363122940063476562e+01,2.423181724548339844e+01,2.467926025390625000e+01,2.537808418273925781e+01,2.559935951232910156e+01,1.000000000000000000e+00
2.330525588989257812e+01,2.324735260009765625e+01,2.362397956848144531e+01,2.374209785461425781e+01,2.422295761108398438e+01,2.439048576354980469e+01,2.439259910583496094e+01,2.476078414916992188e+01,2.459933662414550781e+01,1.000000000000000000e+00
2.372417640686035156e+01,2.359841728210449219e+01,2.390746116638183594e+01,2.400615692138671875e+01,2.402019500732421875e+01,2.458220481872558594e+01,2.495745277404785156e+01,2.538315582275390625e+01,2.519365882873535156e+01,1.000000000000000000e+00
2.351444053649902344e+01,2.352893447875976562e+01,2.415888786315917969e+01,2.413886642456054688e+01,2.455288505554199219e+01,2.496650505065917969e+01,2.496616363525390625e+01,2.528879737854003906e+01,2.531759452819824219e+01,1.000000000000000000e+00
2.255282592773437500e+01,2.263709068298339844e+01,2.281708908081054688e+01,2.273336029052734375e+01,2.300485038757324219e+01,2.329097938537597656e+01,2.358903694152832031e+01,2.442986488342285156e+01,2.442911338806152344e+01,1.000000000000000000e+00
2.217993164062500000e+01,2.258225250244140625e+01,2.341232872009277344e+01,2.354510688781738281e+01,2.399504470825195312e+01,2.417326736450195312e+01,2.405607795715332031e+01,2.469307136535644531e+01,2.503417396545410156e+01,1.000000000000000000e+00
2.333206939697265625e+01,2.410720634460449219e+01,2.414522743225097656e+01,2.427767753601074219e+01,2.440473937988281250e+01,2.450303077697753906e+01,2.456684112548828125e+01,2.521920013427734375e+01,2.559988594055175781e+01,1.000000000000000000e+00
2.231317710876464844e+01,2.240396308898925781e+01,2.281425285339355469e+01,2.284290313720703125e+01,2.343383979797363281e+01,2.355823707580566406e+01,2.362075424194335938e+01,2.398687744140625000e+01,2.393702316284179688e+01,1.000000000000000000e+00
2.291240692138671875e+01,2.364477348327636719e+01,2.379959678649902344e+01,2.385558700561523438e+01,2.421600151062011719e+01,2.436408615112304688e+01,2.430581474304199219e+01,2.502092170715332031e+01,2.555801010131835938e+01,1.000000000000000000e+00
2.347913742065429688e+01,2.360959625244140625e+01,2.372664642333984375e+01,2.389994812011718750e+01,2.394851303100585938e+01,2.422573852539062500e+01,2.421788215637207031e+01,2.500478744506835938e+01,2.517634391784667969e+01,1.000000000000000000e+00
2.040579986572265625e+01,2.048256683349609375e+01,2.085073280334472656e+01,2.091759872436523438e+01,2.139604377746582031e+01,2.201913261413574219e+01,2.202470207214355469e+01,2.259258842468261719e+01,2.247451591491699219e+01,1.000000000000000000e+00
2.173710632324218750e+01,2.197277450561523438e+01,2.230646324157714844e+01,2.250299644470214844e+01,2.291580009460449219e+01,2.367660903930664062e+01,2.394510650634765625e+01,2.458991622924804688e+01,2.465776824951171875e+01,1.000000000000000000e+00
2.265014457702636719e+01,2.268158149719238281e+01,2.281603050231933594e+01,2.274648094177246094e+01,2.309200286865234375e+01,2.354486656188964844e+01,2.354476547241210938e+01,2.393171501159667969e+01,2.378988075256347656e+01,1.000000000000000000e+00
2.288062095642089844e+01,2.316634559631347656e+01,2.307563972473144531e+01,2.340515518188476562e+01,2.392764282226562500e+01,2.452578926086425781e+01,2.471672439575195312e+01,2.527847099304199219e+01,2.529098701477050781e+01,1.000000000000000000e+00
2.364492607116699219e+01,2.446874237060546875e+01,2.453535842895507812e+01,2.454845237731933594e+01,2.459635925292968750e+01,2.488458061218261719e+01,2.548870277404785156e+01,2.667424583435058594e+01,2.751101493835449219e+01,1.000000000000000000e+00
2.259460639953613281e+01,2.278779983520507812e+01,2.281597518920898438e+01,2.294834709167480469e+01,2.318372154235839844e+01,2.347075653076171875e+01,2.374676895141601562e+01,2.451824188232421875e+01,2.446805953979492188e+01,1.000000000000000000e+00
2.402982711791992188e+01,2.389216423034667969e+01,2.407435989379882812e+01,2.394835090637207031e+01,2.427478790283203125e+01,2.478562736511230469e+01,2.483909034729003906e+01,2.520100212097167969e+01,2.487357521057128906e+01,1.000000000000000000e+00
2.351022911071777344e+01,2.373806762695312500e+01,2.401613616943359375e+01,2.417739868164062500e+01,2.454578781127929688e+01,2.530578041076660156e+01,2.530529594421386719e+01,2.579517745971679688e+01,2.574631881713867188e+01,1.000000000000000000e+00
2.103113937377929688e+01,2.138000869750976562e+01,2.183268737792968750e+01,2.220780563354492188e+01,2.299407577514648438e+01,2.347780609130859375e+01,2.369095230102539062e+01,2.454759597778320312e+01,2.512642097473144531e+01,1.000000000000000000e+00
2.095110321044921875e+01,2.138403320312500000e+01,2.184448623657226562e+01,2.211440658569335938e+01,2.304629135131835938e+01,2.414805412292480469e+01,2.491396522521972656e+01,2.611446952819824219e+01,2.617979812622070312e+01,1.000000000000000000e+00
2.320455551147460938e+01,2.320516014099121094e+01,2.331913566589355469e+01,2.347361564636230469e+01,2.382871437072753906e+01,2.445225143432617188e+01,2.441374778747558594e+01,2.495547866821289062e+01,2.475815010070800781e+01,1.000000000000000000e+00
2.328521156311035156e+01,2.371858596801757812e+01,2.400832939147949219e+01,2.412155914306640625e+01,2.437950897216796875e+01,2.440672302246093750e+01,2.445864295959472656e+01,2.507364654541015625e+01,2.539160346984863281e+01,1.000000000000000000e+00
2.292917060852050781e+01,2.300002479553222656e+01,2.307897758483886719e+01,2.317353248596191406e+01,2.328505325317382812e+01,2.372392654418945312e+01,2.390780639648437500e+01,2.432211303710937500e+01,2.416800689697265625e+01,1.000000000000000000e+00
2.414964294433593750e+01,2.415394783020019531e+01,2.457703018188476562e+01,2.423531150817871094e+01,2.426600074768066406e+01,2.480480194091796875e+01,2.522303771972656250e+01,2.555259704589843750e+01,2.561143684387207031e+01,1.000000000000000000e+00
2.364960098266601562e+01,2.377119255065917969e+01,2.374350929260253906e+01,2.401639938354492188e+01,2.402252960205078125e+01,2.409305953979492188e+01,2.397319030761718750e+01,2.428662872314453125e+01,2.439974594116210938e+01,1.000000000000000000e+00
2.286686515808105469e+01,2.294630813598632812e+01,2.317582321166992188e+01,2.321921920776367188e+01,2.346363639831542969e+01,2.396232223510742188e+01,2.419328880310058594e+01,2.468718528747558594e+01,2.451575851440429688e+01,1.000000000000000000e+00
2.155734062194824219e+01,2.165225028991699219e+01,2.198828315734863281e+01,2.207474136352539062e+01,2.261565208435058594e+01,2.324884605407714844e+01,2.349451637268066406e+01,2.411594009399414062e+01,2.395035934448242188e+01,1.000000000000000000e+00
2.298274612426757812e+01,2.321039772033691406e+01,2.335940170288085938e+01,2.341044044494628906e+01,2.402124977111816406e+01,2.416059112548828125e+01,2.415486145019531250e+01,2.445951080322265625e+01,2.430058288574218750e+01,1.000000000000000000e+00
2.176067543029785156e+01,2.199583244323730469e+01,2.229829788208007812e+01,2.244131851196289062e+01,2.308460044860839844e+01,2.372900772094726562e+01,2.400439071655273438e+01,2.450785446166992188e+01,2.433838653564453125e+01,1.000000000000000000e+00
2.220678710937500000e+01,2.263212203979492188e+01,2.336217498779296875e+01,2.354284095764160156e+01,2.408435058593750000e+01,2.437089729309082031e+01,2.439561080932617188e+01,2.518103218078613281e+01,2.563649177551269531e+01,1.000000000000000000e+00
2.386048507690429688e+01,2.416424560546875000e+01,2.429847526550292969e+01,2.428526496887207031e+01,2.455420684814453125e+01,2.479422187805175781e+01,2.484048080444335938e+01,2.512973594665527344e+01,2.543072319030761719e+01,1.000000000000000000e+00
2.261451339721679688e+01,2.270668029785156250e+01,2.278450775146484375e+01,2.307218360900878906e+01,2.314675140380859375e+01,2.361636161804199219e+01,2.381834983825683594e+01,2.465939903259277344e+01,2.469951629638671875e+01,1.000000000000000000e+00
2.171654510498046875e+01,2.216813278198242188e+01,2.272484970092773438e+01,2.316802215576171875e+01,2.402679824829101562e+01,2.478607177734375000e+01,2.519787597656250000e+01,2.581067085266113281e+01,2.563325309753417969e+01,1.000000000000000000e+00
2.407995033264160156e+01,2.403304672241210938e+01,2.466000938415527344e+01,2.434690093994140625e+01,2.457544708251953125e+01,2.467169952392578125e+01,2.459420967102050781e+01,2.489933395385742188e+01,2.476575851440429688e+01,1.000000000000000000e+00
2.274231529235839844e+01,2.275863456726074219e+01,2.283755111694335938e+01,2.311685752868652344e+01,2.329943084716796875e+01,2.336770248413085938e+01,2.333869934082031250e+01,2.379583549499511719e+01,2.382437515258789062e+01,1.000000000000000000e+00
2.376086807250976562e+01,2.420919227600097656e+01,2.452850723266601562e+01,2.409464073181152344e+01,2.430031585693359375e+01,2.438238143920898438e+01,2.451529693603515625e+01,2.524700546264648438e+01,2.544919204711914062e+01,1.000000000000000000e+00
2.366804695129394531e+01,2.350528144836425781e+01,2.440818405151367188e+01,2.423207473754882812e+01,2.446366310119628906e+01,2.453135681152343750e+01,2.449230766296386719e+01,2.488616752624511719e+01,2.493644905090332031e+01,1.000000000000000000e+00
2.175454330444335938e+01,2.223928451538085938e+01,2.279076004028320312e+01,2.332242393493652344e+01,2.422660446166992188e+01,2.512241363525390625e+01,2.551586151123046875e+01,2.598593330383300781e+01,2.601770019531250000e+01,1.000000000000000000e+00
2.194207191467285156e+01,2.258333969116210938e+01,2.313682746887207031e+01,2.365020561218261719e+01,2.428883361816406250e+01,2.462733268737792969e+01,2.494271850585937500e+01,2.510062789916992188e+01,2.506797027587890625e+01,1.000000000000000000e+00
2.281838607788085938e+01,2.300196456909179688e+01,2.305987358093261719e+01,2.312560653686523438e+01,2.385884284973144531e+01,2.436924552917480469e+01,2.434614372253417969e+01,2.494031524658203125e+01,2.484954071044921875e+01,1.000000000000000000e+00
2.405347633361816406e+01,2.390334320068359375e+01,2.450534057617187500e+01,2.421593475341796875e+01,2.426530075073242188e+01,2.447088050842285156e+01,2.446898651123046875e+01,2.490337181091308594e+01,2.493367004394531250e+01,1.000000000000000000e+00
2.140349960327148438e+01,2.183104515075683594e+01,2.225848960876464844e+01,2.274046134948730469e+01,2.378080368041992188e+01,2.491843414306640625e+01,2.569454765319824219e+01,2.708128356933593750e+01,2.736784744262695312e+01,1.000000000000000000e+00
2.280526161193847656e+01,2.274824905395507812e+01,2.350592422485351562e+01,2.337912940979003906e+01,2.365119934082031250e+01,2.388319969177246094e+01,2.385782432556152344e+01,2.413806533813476562e+01,2.412233734130859375e+01,1.000000000000000000e+00
2.327895164489746094e+01,2.332528877258300781e+01,2.381632041931152344e+01,2.418113899230957031e+01,2.439475822448730469e+01,2.458472633361816406e+01,2.452643203735351562e+01,2.497412490844726562e+01,2.501459503173828125e+01,1.000000000000000000e+00
2.239803886413574219e+01,2.267509269714355469e+01,2.310805892944335938e+01,2.332151603698730469e+01,2.413878822326660156e+01,2.499266815185546875e+01,2.579958343505859375e+01,2.716009140014648438e+01,2.686404037475585938e+01,1.000000000000000000e+00
2.357554435729980469e+01,2.400337409973144531e+01,2.477980995178222656e+01,2.423098182678222656e+01,2.434096717834472656e+01,2.472550201416015625e+01,2.513296699523925781e+01,2.657775878906250000e+01,2.753839111328125000e+01,1.000000000000000000e+00
2.354939079284667969e+01,2.367410469055175781e+01,2.407490348815917969e+01,2.395367240905761719e+01,2.438071250915527344e+01,2.486650657653808594e+01,2.491552543640136719e+01,2.529540252685546875e+01,2.526058578491210938e+01,1.000000000000000000e+00
2.384162521362304688e+01,2.397787284851074219e+01,2.428551864624023438e+01,2.449447441101074219e+01,2.455754280090332031e+01,2.489219474792480469e+01,2.504241561889648438e+01,2.601418876647949219e+01,2.646630477905273438e+01,1.000000000000000000e+00
2.346664237976074219e+01,2.357230186462402344e+01,2.384794616699218750e+01,2.385287284851074219e+01,2.444198799133300781e+01,2.491887283325195312e+01,2.488767814636230469e+01,2.537355041503906250e+01,2.518371772766113281e+01,1.000000000000000000e+00
2.343490028381347656e+01,2.360774040222167969e+01,2.358070945739746094e+01,2.390770912170410156e+01,2.413836860656738281e+01,2.450880432128906250e+01,2.473586654663085938e+01,2.512303733825683594e+01,2.506231117248535156e+01,1.000000000000000000e+00
2.360361671447753906e+01,2.424659156799316406e+01,2.387232398986816406e+01,2.420469856262207031e+01,2.442933082580566406e+01,2.467537307739257812e+01,2.477952957153320312e+01,2.507044792175292969e+01,2.494920158386230469e+01,1.000000000000000000e+00
2.265665245056152344e+01,2.307619667053222656e+01,2.356678009033203125e+01,2.380636596679687500e+01,2.411541748046875000e+01,2.454425048828125000e+01,2.458303642272949219e+01,2.554131889343261719e+01,2.561484146118164062e+01,1.000000000000000000e+00
2.295434951782226562e+01,2.324287033081054688e+01,2.331064033508300781e+01,2.362080574035644531e+01,2.373432159423828125e+01,2.397184371948242188e+01,2.412435722351074219e+01,2.521076393127441406e+01,2.584188842773437500e+01,1.000000000000000000e+00
2.386113739013671875e+01,2.406420898437500000e+01,2.413033485412597656e+01,2.432169342041015625e+01,2.433259582519531250e+01,2.441434288024902344e+01,2.500313186645507812e+01,2.575502967834472656e+01,2.784827041625976562e+01,1.000000000000000000e+00
2.353369522094726562e+01,2.350278663635253906e+01,2.425764465332031250e+01,2.437613487243652344e+01,2.454173851013183594e+01,2.457785224914550781e+01,2.458459281921386719e+01,2.499473571777343750e+01,2.508351135253906250e+01,1.000000000000000000e+00
2.208365058898925781e+01,2.204273605346679688e+01,2.234764289855957031e+01,2.238118934631347656e+01,2.290716743469238281e+01,2.350192070007324219e+01,2.361546897888183594e+01,2.407413864135742188e+01,2.407563018798828125e+01,1.000000000000000000e+00
2.134209060668945312e+01,2.178619384765625000e+01,2.225973701477050781e+01,2.270795822143554688e+01,2.393316459655761719e+01,2.512790870666503906e+01,2.617575836181640625e+01,2.719727706909179688e+01,2.704680442810058594e+01,1.000000000000000000e+00
2.202764511108398438e+01,2.255467033386230469e+01,2.305851554870605469e+01,2.346860885620117188e+01,2.453179168701171875e+01,2.523233604431152344e+01,2.542424964904785156e+01,2.609929656982421875e+01,2.606881141662597656e+01,1.000000000000000000e+00
2.353602981567382812e+01,2.384225082397460938e+01,2.405968284606933594e+01,2.406995773315429688e+01,2.418523788452148438e+01,2.445603370666503906e+01,2.495944213867187500e+01,2.669698905944824219e+01,2.772396850585937500e+01,1.000000000000000000e+00
2.283851432800292969e+01,2.309369087219238281e+01,2.349531745910644531e+01,2.397917175292968750e+01,2.438660240173339844e+01,2.495786666870117188e+01,2.525265121459960938e+01,2.567885398864746094e+01,2.592062187194824219e+01,1.000000000000000000e+00
2.149283027648925781e+01,2.191461753845214844e+01,2.241637992858886719e+01,2.289093399047851562e+01,2.385972595214843750e+01,2.484122657775878906e+01,2.556352615356445312e+01,2.621117019653320312e+01,2.609303092956542969e+01,1.000000000000000000e+00
2.202010726928710938e+01,2.243212699890136719e+01,2.286770629882812500e+01,2.307079696655273438e+01,2.373235702514648438e+01,2.475310516357421875e+01,2.504632949829101562e+01,2.587359619140625000e+01,2.584908485412597656e+01,1.000000000000000000e+00
2.234257507324218750e+01,2.240393257141113281e+01,2.258418083190917969e+01,2.260650444030761719e+01,2.288752174377441406e+01,2.309074401855468750e+01,2.327887535095214844e+01,2.420435714721679688e+01,2.438745117187500000e+01,1.000000000000000000e+00
2.331539154052734375e+01,2.334960556030273438e+01,2.347334671020507812e+01,2.336434936523437500e+01,2.354821014404296875e+01,2.376978683471679688e+01,2.400867080688476562e+01,2.480093574523925781e+01,2.496166419982910156e+01,1.000000000000000000e+00
2.199245834350585938e+01,2.258497619628906250e+01,2.307317352294921875e+01,2.349931335449218750e+01,2.409556961059570312e+01,2.465402984619140625e+01,2.510195922851562500e+01,2.561356163024902344e+01,2.569742965698242188e+01,1.000000000000000000e+00
2.369746398925781250e+01,2.374449729919433594e+01,2.397752571105957031e+01,2.387191390991210938e+01,2.410720443725585938e+01,2.413552665710449219e+01,2.421592712402343750e+01,2.522231674194335938e+01,2.620106697082519531e+01,1.000000000000000000e+00
2.316928291320800781e+01,2.342697906494140625e+01,2.380726051330566406e+01,2.403625488281250000e+01,2.460938262939453125e+01,2.470782089233398438e+01,2.483942413330078125e+01,2.529700660705566406e+01,2.535438728332519531e+01,1.000000000000000000e+00
2.390584945678710938e+01,2.390657997131347656e+01,2.404082870483398438e+01,2.414310455322265625e+01,2.448563003540039062e+01,2.454978942871093750e+01,2.460167121887207031e+01,2.492506408691406250e+01,2.484569740295410156e+01,1.000000000000000000e+00
2.256107330322265625e+01,2.267625617980957031e+01,2.293894386291503906e+01,2.315957069396972656e+01,2.387742996215820312e+01,2.416033935546875000e+01,2.430462074279785156e+01,2.473560905456542969e+01,2.470995712280273438e+01,1.000000000000000000e+00
2.339204025268554688e+01,2.391261100769042969e+01,2.399407577514648438e+01,2.377811622619628906e+01,2.434745788574218750e+01,2.467160415649414062e+01,2.450950813293457031e+01,2.487857437133789062e+01,2.482938385009765625e+01,1.000000000000000000e+00
2.085028457641601562e+01,2.103033447265625000e+01,2.110974121093750000e+01,2.106859779357910156e+01,2.147161102294921875e+01,2.170702362060546875e+01,2.180481338500976562e+01,2.250294494628906250e+01,2.244259071350097656e+01,1.000000000000000000e+00
2.255467605590820312e+01,2.283887863159179688e+01,2.294465827941894531e+01,2.300973892211914062e+01,2.338358879089355469e+01,2.360324287414550781e+01,2.356817245483398438e+01,2.394744300842285156e+01,2.390472412109375000e+01,1.000000000000000000e+00
2.392821121215820312e+01,2.356568527221679688e+01,2.454394531250000000e+01,2.405913352966308594e+01,2.422815322875976562e+01,2.432834053039550781e+01,2.424356651306152344e+01,2.470377159118652344e+01,2.474357604980468750e+01,1.000000000000000000e+00
2.088766098022460938e+01,2.115921592712402344e+01,2.154871749877929688e+01,2.160619926452636719e+01,2.208815956115722656e+01,2.250525093078613281e+01,2.287205314636230469e+01,2.389745140075683594e+01,2.407822418212890625e+01,1.000000000000000000e+00
2.067319107055664062e+01,2.113918113708496094e+01,2.162091445922851562e+01,2.184583282470703125e+01,2.262037658691406250e+01,2.342356681823730469e+01,2.383882522583007812e+01,2.464435386657714844e+01,2.452878570556640625e+01,1.000000000000000000e+00
2.328813934326171875e+01,2.345069313049316406e+01,2.414478492736816406e+01,2.419731712341308594e+01,2.434078216552734375e+01,2.446952247619628906e+01,2.467552566528320312e+01,2.550903892517089844e+01,2.595220184326171875e+01,1.000000000000000000e+00
2.353742599487304688e+01,2.358783531188964844e+01,2.359840202331542969e+01,2.371221351623535156e+01,2.420416259765625000e+01,2.454208374023437500e+01,2.445135688781738281e+01,2.480249595642089844e+01,2.466941833496093750e+01,1.000000000000000000e+00
